temperature,humidity,motion,smoke,power_usage,incident,severity,action
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
50,65,0,0,115,overheating,medium,⚙️ Check cooling system
65,65,0,0,115,overheating,medium,⚙️ Check cooling system
50,65,0,0,115,overheating,medium,⚙️ Check cooling system
50,40,0,0,115,overheating,medium,⚙️ Check cooling system
50,65,0,0,115,overheating,medium,⚙️ Check cooling system
50,40,0,0,115,overheating,medium,⚙️ Check cooling system
50,40,0,0,211,overheating,medium,⚙️ Check cooling system
50,40,0,0,115,overheating,medium,⚙️ Check cooling system
50,40,0,0,205,overheating,medium,⚙️ Check cooling system
50,40,0,0,211,overheating,medium,⚙️ Check cooling system
50,40,0,0,205,overheating,medium,⚙️ Check cooling system
41,40,0,0,205,normal,low,✅ System operating normally
41,40,0,0,205,normal,low,✅ System operating normally
42,40,0,0,205,normal,low,✅ System operating normally
41,40,0,0,205,normal,low,✅ System operating normally
48,40,0,0,205,overheating,medium,⚙️ Check cooling system
42,40,0,0,205,normal,low,✅ System operating normally
48,40,0,0,205,overheating,medium,⚙️ Check cooling system
45,40,0,0,205,overheating,medium,⚙️ Check cooling system
48,40,0,0,205,overheating,medium,⚙️ Check cooling system
45,40,0,0,205,overheating,medium,⚙️ Check cooling system
43,40,0,0,205,normal,low,✅ System operating normally
43,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
43,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
