temperature,humidity,motion,smoke,power_usage,incident,severity
10.0,29.204917231236763,0,0,231.63778327231822,normal,low
26.45387266558585,51.181939951124704,0,1,193.0147939043044,normal,low
43.748206723930004,64.06140267739299,0,0,252.80049828114335,normal,low
10.0,59.12854634136321,0,0,218.57845700436687,normal,low
20.335037385405933,57.24674224064206,0,1,179.89374623504665,normal,low
34.814727968848445,48.52934429568029,1,0,156.57548766894058,intrusion,medium
42.37822228361402,51.088875511029855,0,0,195.6807254344983,normal,low
18.636730769777778,78.88373394478751,1,0,211.41406477715515,intrusion,medium
23.45419606127652,27.034560230797773,0,0,146.67437575162037,normal,low
26.456606900384976,69.14263153143631,0,1,271.98649983884513,normal,low
35.10240891993632,71.71979174379823,0,0,191.16739690612627,normal,low
35.32108948300409,75.70077170313029,1,0,182.0693526091585,normal,low
18.018892782443743,83.65421403641625,0,0,209.40102202459607,normal,low
38.08004253951651,27.323860937965847,0,0,280.17100291139104,normal,low
19.798178251361353,72.80990884006505,0,1,178.5863122625843,normal,low
21.932536224016154,47.236160315962124,1,0,143.36638300680914,intrusion,medium
10.0,47.83742875628836,0,0,115.89726789235377,normal,low
10.0,35.95410673991067,1,1,146.58761868403965,intrusion,medium
28.681983831381483,65.12780846541226,1,0,200.17234322672752,intrusion,medium
31.117987401353258,28.187949956311492,0,0,216.92728696223935,normal,low
32.38417831504436,72.04280715249806,0,1,172.9439526880441,normal,low
29.192368459877,71.28304700971994,1,0,110.22003575775227,intrusion,medium
28.82374715000509,50.88684599562666,0,0,239.9613676849783,normal,low
18.292376910325878,32.327004490820414,0,0,268.3585201843389,normal,low
14.284129066786498,42.49251234908051,0,0,133.3935669531645,normal,low
30.497186764437824,73.24553104577792,0,0,161.1217162175148,normal,low
36.06948740710594,34.3056825508005,0,0,255.1725817214216,normal,low
27.019956708081754,48.24753236354039,0,0,291.1255431896451,normal,low
18.68335479370148,34.30917039214322,0,0,240.62798686648296,normal,low
26.220637291036013,57.87619111015361,1,0,227.434594465068,intrusion,medium
32.28563625720374,47.10286396597442,1,0,246.34254779794037,intrusion,medium
25.354107574421306,64.71268923053415,0,0,263.8169565374671,normal,low
26.823057270210896,47.82434071995537,0,0,189.9736802152859,normal,low
37.17017765110568,51.51933554058494,0,0,167.7322445396272,normal,low
15.20407737189686,80.60363362201952,0,0,148.8971711918751,normal,low
18.460962454710376,37.511242674055694,0,0,87.05695378296663,normal,low
32.6413276006904,47.33597638032172,0,0,130.67194909155842,normal,low
35.93833842830089,34.36573425438421,0,0,282.9321948051839,normal,low
36.698308358036314,62.80098024947313,0,0,219.47797305240965,normal,low
23.12089632746438,52.72496019282359,0,0,236.9582518050611,normal,low
33.347434463416896,83.48462621453518,0,0,300.3068495248315,normal,low
38.1127716999024,23.344036795501943,0,0,101.39702758559844,normal,low
41.40573764734125,30.11215616000307,1,0,142.39580471695433,normal,low
38.159335402838074,75.81642081865192,1,1,123.28502437630291,normal,low
28.473850981589315,34.80273426751423,0,0,194.42004365046822,normal,low
45.04013830034255,59.71605642684969,0,1,146.97391500619568,overheating,medium
32.998286071061294,65.0648097939652,0,0,353.7135911199056,equipment_failure,high
29.252333562761503,66.52365081432335,0,0,153.78808671949113,normal,low
36.75697400548398,33.090769630211334,0,0,254.4130893234933,normal,low
33.41715234217402,34.67536512611354,1,0,307.63422735964224,intrusion,medium
35.054566055556904,33.076805894450864,0,1,123.73998397543173,normal,low
18.99319518195956,63.73216498421708,0,1,188.45640494417736,normal,low
32.84687787488964,86.00753754262887,1,0,257.09737161810614,intrusion,medium
19.07625152743329,20.941702540707347,1,0,220.66077565659174,intrusion,medium
14.768075991268152,89.48573797831774,1,1,257.49951317807756,intrusion,medium
22.880782166327922,49.91064992939859,0,0,294.1897251428142,normal,low
14.461586568004254,74.86264199884738,0,0,129.9111746043913,normal,low
23.867743689028828,89.90474259562487,0,0,162.64879562228955,normal,low
20.302001461713534,54.323347530396106,1,0,190.94968616750563,intrusion,medium
41.248181804433145,72.75936588088409,1,0,211.59584514408274,normal,low
38.407794286560154,30.40094555091067,0,0,134.84648275777215,normal,low
28.073846897856022,63.64244320639959,0,0,265.2914552295789,normal,low
42.74893863309431,54.012481927544485,1,0,185.1663565185116,normal,low
26.719952106477702,49.661971396551195,0,1,252.7561624916948,normal,low
25.127573354524042,86.43673342259267,0,0,229.26071897905751,normal,low
53.12457480269798,80.43440048204465,1,0,134.08313084707677,overheating,medium
45.539681456314476,44.442803041410244,0,0,192.74052240477107,overheating,medium
49.71130899582701,31.62790730601603,0,0,162.83782940784016,overheating,medium
36.94853447820668,43.44347901181855,0,0,197.20197374795742,normal,low
10.0,46.52728372023236,0,0,251.29090750437422,normal,low
35.41391260248505,23.297077688285395,1,0,208.66071382531067,normal,low
34.52561905160314,36.1375202308087,1,0,166.32691694857044,intrusion,medium
18.05306580367392,47.29485790896703,0,0,202.9694820880176,normal,low
25.24977796523183,40.62110910608287,1,0,255.2817909740508,intrusion,medium
26.283973969665965,67.93627301637164,0,0,164.91889366246025,normal,low
33.267240826041075,66.05282741484541,1,0,197.2114413718084,intrusion,medium
39.05983094317121,88.50883758084143,0,0,132.46774156178395,normal,low
36.26273100130621,78.2222286351629,1,0,249.66592591235877,normal,low
36.31107279177796,30.435595823275804,1,1,212.6258670533923,normal,low
36.9898801719713,44.067403730951426,0,0,207.01174152971348,normal,low
26.439110148536038,60.16431468228164,0,0,125.18418052853329,normal,low
35.92817522998453,44.12727131654414,0,0,180.66037764226732,normal,low
29.76352519229475,81.15336651323311,0,0,161.46362554020214,normal,low
32.60922024437175,27.81869750351459,0,0,219.8261330993708,normal,low
35.16457365032976,43.79931683525061,0,0,158.77216620473038,normal,low
22.030263569517423,21.96699651488578,0,0,347.12042426940604,normal,low
31.149387049343968,38.890811422497535,0,0,177.32134807204392,normal,low
56.3260421522308,52.44385195023708,1,0,257.2256998772422,overheating,medium
27.010833497666212,33.02995814632205,0,0,242.86801172261025,normal,low
30.742492894411225,86.21577105482653,0,1,344.9426692367718,normal,low
34.56603062674195,69.62557273468173,0,0,256.13847368206467,normal,low
45.51356646976888,80.71983745079731,0,0,259.8549622757392,overheating,medium
42.31406971142366,35.44670225074317,1,0,109.04601552776505,normal,low
42.06732357164181,29.056479557430492,1,0,195.65950695245613,normal,low
50.50066071316337,58.19103292320124,0,0,182.23292472841487,overheating,medium
33.77191605209793,37.585137776514884,1,0,168.36298600273975,intrusion,medium
42.610915677668935,33.978175312643145,0,0,250.36536266569937,normal,low
17.427488795181162,57.93188111288566,1,0,216.5142626793762,intrusion,medium
34.18340850706868,52.05244453043103,0,1,202.20002314408808,normal,low
11.815548242525601,24.00638607341571,0,0,178.01746079164397,normal,low
40.70538989598189,80.75552296199972,0,0,262.6082186425032,normal,low
38.80710935127746,64.12728923765698,1,0,152.60029993250413,normal,low
20.78231858264575,24.57746652534113,0,0,225.93884556179086,normal,low
29.959844329776082,32.395434645768496,1,0,188.12375256133615,intrusion,medium
15.7982232041323,79.30788386718504,0,0,219.60652004500665,normal,low
28.06764163290097,49.751300080121695,0,0,177.38998706156985,normal,low
23.307055828139227,39.21624376717965,0,0,109.12902494804825,normal,low
24.07565814405447,42.362644068077316,0,0,185.4798419799658,normal,low
22.784510275041264,20.55299057703621,0,0,148.44487675065815,normal,low
25.522741344985945,40.20314087612329,1,0,256.8890930596372,intrusion,medium
37.19834175704923,76.28051861628974,0,0,263.5718245782503,normal,low
22.857828226434734,47.51166127042992,1,0,143.52923123684045,intrusion,medium
25.324398022212367,54.09677928952653,0,0,209.03928474490763,normal,low
15.71755265477595,76.80152631867827,0,0,200.29124672696253,normal,low
35.04814110095796,61.237992766375584,0,0,199.71757635296078,normal,low
47.61812208550018,79.16096067339112,0,0,206.87421687024448,overheating,medium
22.837950808401075,75.07024244590949,0,0,131.29654129996334,normal,low
45.58322933693812,71.00631896003432,1,0,131.69729877609694,overheating,medium
38.283283500084615,58.11212655651625,0,0,180.60158145820375,normal,low
26.79532226198296,86.68505253409333,0,0,184.47820291923568,normal,low
18.04737778171024,61.65957097303003,0,0,217.2836870826967,normal,low
41.386911315990815,41.62451110792779,1,0,195.74137405816268,normal,low
39.66365117783646,86.51028680769187,0,0,231.0369077483288,normal,low
28.358671483299158,61.10457626489686,1,0,215.91850569124915,intrusion,medium
35.143093402952,61.21253681007128,0,0,231.41425984788216,normal,low
15.353286941927493,82.26314211823632,0,1,179.7657584749617,normal,low
28.073443132515056,41.33769102257436,0,0,341.66932828964894,normal,low
24.96192675997041,84.88817117981385,1,0,119.520405013801,intrusion,medium
27.323424082525655,25.94656543410958,0,0,148.99076523386142,normal,low
40.86239599010159,40.696478646315235,0,0,112.67528256672254,normal,low
28.343331315465754,88.30508552077141,0,0,186.23496687848476,normal,low
22.64618618721198,58.22610642621439,0,0,145.4065219517595,normal,low
36.5724490147558,73.79249551319447,1,0,225.9450637489356,normal,low
51.20900867752847,73.14415593569373,0,0,195.69448401659633,overheating,medium
15.315236267247698,49.993189148291556,0,0,184.32188724206054,normal,low
56.04544761628071,34.79598500478821,1,0,245.84710060523906,overheating,medium
25.01215265229464,76.70697715027742,1,0,192.94065767245064,intrusion,medium
10.0,35.19188692136964,1,0,118.470186084056,intrusion,medium
28.78559815923592,68.44027298277379,0,0,200.5558631510924,normal,low
24.16526776411368,41.193310489196136,0,0,289.18042798505036,normal,low
37.20532713279566,79.73287564260147,1,0,204.8069114998686,normal,low
34.43039091757242,76.34393965016105,0,1,194.66584079352484,normal,low
27.98962099917928,87.57298933951309,0,0,311.1730198683731,normal,low
39.738925996431945,29.683531999186314,0,0,216.08898879916637,normal,low
14.84161142784937,70.45172185840535,0,0,246.48842498737193,normal,low
27.424538459931384,43.02715969823221,0,0,264.71424898712735,normal,low
36.18915856372493,40.58415739324687,0,0,240.10261286012744,normal,low
24.48797594462549,27.400110910752417,0,0,232.7966666507329,normal,low
31.876762680079068,22.550467857638683,0,0,164.63275631588158,normal,low
28.33122610435775,40.19082264149465,1,1,172.84219912976303,intrusion,medium
15.205097566923417,73.65303213814674,0,0,166.2843823123579,normal,low
40.97227205588361,26.91686377899128,0,0,213.66553892974844,normal,low
25.061869475302153,73.6783541243647,1,0,317.2365693159643,intrusion,medium
44.20077673931304,54.96268713378909,0,0,300.57923807856446,normal,low
20.639129000090804,52.305618604515054,1,0,141.73632445075455,intrusion,medium
10.0,42.81667314382116,0,1,240.0540209064865,normal,low
25.962253195114233,87.12738150578387,0,0,162.342888117162,normal,low
30.42830500695901,79.2691171704638,0,0,145.1105911872379,normal,low
41.73143449473969,72.49282651621581,0,0,176.58066994212635,normal,low
45.40597531719907,29.686259325411964,0,1,245.13212409881433,overheating,medium
41.82671398015198,78.08919614959984,0,0,224.03972133980042,normal,low
18.53059105949731,77.71473624300341,0,0,220.93987668731754,normal,low
20.72163062610552,59.807288882707006,1,1,168.92242536616564,intrusion,medium
25.84586609438154,61.278558360799224,0,0,50.0,normal,low
36.09679254155792,82.39161774670633,0,0,233.94868304307545,normal,low
32.59172233400019,26.708508691825386,0,0,181.12091057725155,normal,low
33.756563807655304,43.106934182359666,0,0,190.69860044407898,normal,low
25.62961821491857,54.3483619197343,0,0,213.0307341513718,normal,low
28.090297350065306,53.62626803897707,0,0,305.23436760075606,normal,low
32.053049107307,68.25135605658089,1,0,134.28596578914184,intrusion,medium
15.64215184222115,29.28321684894223,0,0,153.44345483980987,normal,low
48.71598070954205,67.91725218539035,0,0,155.2998054255109,overheating,medium
38.16772425202459,54.08485080267038,1,0,254.08790004221868,normal,low
26.17922611772374,75.34812639950343,0,0,159.4982621230798,normal,low
35.853149794299576,67.72555215802227,1,0,215.3033172810417,normal,low
37.87658038024447,74.61548599240035,1,0,223.32285818157555,normal,low
32.31726621107622,73.42035485052156,0,0,168.51997892402935,normal,low
23.873090863943517,49.12212778511007,0,0,117.86819426452674,normal,low
41.13351426750436,72.49510247118539,1,0,189.21354787737238,normal,low
26.475397420337984,22.75097005309962,0,0,212.3373332393396,normal,low
38.30921062936381,31.85676617880292,0,0,179.93497122017078,normal,low
38.284383152224045,48.05942229655949,1,1,244.27623226363173,normal,low
29.540946793167418,38.41860908562914,0,0,191.52899517006787,normal,low
43.923698871457105,49.55057718737967,1,1,214.46151500469614,normal,low
34.3176272217416,84.71551185911764,0,0,96.41007205084865,normal,low
24.025124414405802,58.74413938298201,1,0,161.50320598141613,intrusion,medium
37.26659845033966,86.6357085045121,0,0,50.0,normal,low
40.31361533952339,44.54431900105396,1,0,195.86560294418038,normal,low
20.65534098491975,73.93225763887386,0,0,180.61418918557837,normal,low
31.807101948743007,44.54841641117521,1,0,149.4213375616207,intrusion,medium
17.951479828471285,83.6508248419235,0,1,173.04752177822837,normal,low
57.70455316066119,48.014754209582414,0,0,183.90880757689348,overheating,medium
19.347314014749664,51.780743360815464,0,0,301.32577323380184,normal,low
29.826823886910542,82.73927204893317,0,0,178.91675219914129,normal,low
33.00527147843253,74.77364743125219,1,0,161.77642621475243,intrusion,medium
26.99975373152015,68.62940965979803,0,0,229.54155179496323,normal,low
18.13417420421171,74.53101759917342,0,1,177.3401281691115,normal,low
29.230488985166037,75.60369992067223,1,0,256.6459756597583,intrusion,medium
39.46024050142397,76.76380464968037,0,0,262.3257359840279,normal,low
20.148437567302125,56.408555910586415,0,0,137.0421980524467,normal,low
13.869452184594024,50.72038219523792,0,0,269.6614639200453,normal,low
32.338100819888275,34.326797185190664,1,1,215.3960061196459,intrusion,medium
39.67778711794291,28.71668482253554,1,0,265.77974750417803,normal,low
33.99744685322827,24.505860505373263,0,0,172.13046723313505,normal,low
19.512522654136745,62.193335457364824,1,0,180.71770285174483,intrusion,medium
26.35769689615375,37.4981849861681,1,0,194.60870113918537,intrusion,medium
30.21636446673899,81.68830945042077,1,1,208.64333878584532,intrusion,medium
47.64120842253543,36.69125855083894,1,0,202.5186055270905,overheating,medium
10.0,36.514914139110346,1,0,238.627860690362,intrusion,medium
22.632916623219106,46.49277721613351,0,0,173.4932280471151,normal,low
39.997897160551375,63.88357756382902,0,0,169.6699908627397,normal,low
36.87447283265015,48.09742909731704,0,0,231.11834407997202,normal,low
48.74184075404652,40.26327918897839,0,0,149.12849531331187,overheating,medium
30.390683620472245,87.42903915739522,1,0,240.1999423401106,intrusion,medium
53.051362179511585,28.898752999157868,0,0,141.69389169097207,overheating,medium
42.3816343116022,44.49918669487653,1,1,135.22373287725765,normal,low
50.709445640306484,78.46784337170048,1,1,150.9462634512094,overheating,medium
44.77956986086965,24.27815545724107,0,0,180.20312810652,normal,low
23.045057431255163,36.020687229819885,1,0,142.23383175518458,intrusion,medium
10.0,68.17566293283716,0,0,209.28876595526503,normal,low
34.71560675861167,38.54131358736645,0,0,186.260539584089,normal,low
31.660497816352454,62.114850191449236,1,0,227.72106205993282,intrusion,medium
60.43731901922517,76.85805289677535,0,0,150.3747963135965,overheating,medium
34.1815737612563,45.36655823994545,1,0,269.33229863624234,intrusion,medium
23.68683806730067,49.17721292775323,1,0,195.57541780932354,intrusion,medium
22.8823334997318,78.89549964089414,0,0,151.5973428905915,normal,low
28.085323267961435,67.29932959925787,0,0,269.2494907919396,normal,low
32.42684418928513,64.89346367283869,0,0,225.71308677193775,normal,low
25.208760996242674,69.79001939127359,1,0,155.29008725968782,intrusion,medium
42.215693775316915,69.60212940590333,1,0,246.49059485147637,normal,low
10.0,62.331210451579736,1,0,232.70839744439485,intrusion,medium
21.03907624188112,43.01014730050905,1,0,181.73938250673743,intrusion,medium
24.508420871009513,33.657927979158124,0,0,227.91217679874975,normal,low
48.19143709337161,36.580634877068036,0,0,150.19029834615282,overheating,medium
32.30068297646374,20.092732159693927,0,0,179.24286707246458,normal,low
22.308626731210435,23.481423620927924,0,0,106.66302027015637,normal,low
25.966193241275818,74.69635952564236,0,0,175.74183734458285,normal,low
18.647325968324914,35.85914695393839,0,0,303.8864726076668,normal,low
28.28041557919186,35.75076641791976,0,0,252.98840254675807,normal,low
26.584114257125627,53.51858131074595,0,0,192.555259619062,normal,low
18.204974315631226,62.92244642890886,0,0,162.12325212178814,normal,low
27.66346339817013,61.08002130321678,0,1,198.73321681460152,normal,low
29.973624787368994,84.05766382435095,0,0,191.0469438913043,normal,low
42.20102332023097,45.539429294575406,0,0,229.102609224624,normal,low
29.854434469700365,23.34636925945003,0,0,175.80674882020904,normal,low
30.739197255486854,87.31950168370977,1,0,177.0132571159141,intrusion,medium
27.735266028040055,47.82400300118751,1,0,166.2366000375718,intrusion,medium
24.261543654786543,75.51767645148985,0,0,160.51815332646177,normal,low
37.5508486081851,42.66872252874339,0,0,219.55269551230296,normal,low
18.876534903754887,25.09669351132591,1,0,221.82092040404902,intrusion,medium
35.498321402685264,37.434293625078794,0,0,146.09834475139124,normal,low
37.78822347728457,42.49859734562912,1,0,258.6470588977221,normal,low
28.463969203741236,28.019010389281423,0,0,244.20737609776262,normal,low
20.176522914335376,77.87453249298471,0,0,171.21032046432708,normal,low
18.256882201883776,28.603205265271324,1,1,246.39475037999586,intrusion,medium
35.02034764035229,26.354759317162976,1,0,146.38499241718273,normal,low
31.027184802786582,60.521770068325,0,0,191.24988894666168,normal,low
39.358187676618456,56.897684000378696,0,0,131.6675654805582,normal,low
41.13435383821658,35.982709739204715,0,0,181.43008447202794,normal,low
51.17976687803607,73.95587989604016,0,0,258.2935533746347,overheating,medium
22.45705307589614,40.010058698034356,0,0,260.7299020895503,normal,low
41.59863336722499,20.65059911794425,0,0,162.14425304539193,normal,low
27.730019285557525,51.583186556266355,0,0,218.38452344182645,normal,low
32.27871214072037,53.785167510928694,0,0,243.44472532808217,normal,low
33.29580191333309,33.958534670372195,0,0,251.20104030937898,normal,low
35.034989260415536,81.07189691336208,0,1,218.6319708306498,normal,low
21.535071324201947,86.24467726396897,0,0,257.9744155265618,normal,low
37.90341226491315,82.05099640068919,0,0,134.30365649557808,normal,low
44.21475439022322,51.01528482491808,0,0,189.06222392094702,normal,low
25.845872514485308,33.848203282510376,0,0,184.5242074432987,normal,low
27.388034934385747,39.86911761046208,1,0,238.04336864111144,intrusion,medium
18.268697177876334,34.85033523907023,1,0,265.73279672687124,intrusion,medium
50.89747148698393,39.62673104729899,1,0,186.61001013681837,overheating,medium
38.38598170129434,24.481454903329162,0,1,203.50487548723078,normal,low
34.51440497674526,65.28623582909131,1,0,156.57647932888472,intrusion,medium
39.47287442587557,52.33738126310492,1,0,197.99417221549803,normal,low
17.075643128608895,39.2955257353593,0,0,273.5604316750188,normal,low
34.06572498511989,50.92553238328034,1,0,146.99329384677606,intrusion,medium
50.104510465311236,63.33362745280315,0,0,150.67315334535567,overheating,medium
10.0,70.3391212143467,0,0,226.54158854896497,normal,low
34.98020386496461,44.147785913722956,0,1,296.79512860032116,normal,low
30.74756267357816,50.088162353646894,0,0,201.74022631968793,normal,low
19.99595378461243,65.03768692185773,0,0,108.52552380525515,normal,low
45.45919751952216,82.99446233443099,1,0,239.86152802803682,overheating,medium
38.912378222001124,57.02716246211309,0,0,249.7316733550572,normal,low
44.41064046425887,66.50494017355297,0,0,252.71382191608538,normal,low
31.660346907673315,62.017023579633914,0,0,148.70385015520486,normal,low
28.38829355081545,68.55279969640694,0,0,218.1729860611273,normal,low
39.69246280224897,85.85787320438058,1,0,149.15721041312725,normal,low
39.49305336740599,34.94153448961798,0,1,217.18006738114636,normal,low
30.402123613774002,22.111942849571093,0,0,307.6617824723064,normal,low
48.79465191972102,40.41274173205427,1,0,206.56104007622795,overheating,medium
33.077683516885116,84.3477315756683,0,0,201.2540683450455,normal,low
30.86618566968203,60.960556324529776,0,0,181.1249855425763,normal,low
16.39058566063011,71.16502317293872,0,0,202.78312758877033,normal,low
35.98211951994598,25.18546337481333,0,0,188.46360633463175,normal,low
45.110706133770734,80.46174948435436,0,0,124.35291755167435,overheating,medium
38.23627725615744,79.18251379811963,1,0,212.98067278141968,normal,low
26.793461496576924,33.255023050018735,0,0,279.13998061022335,normal,low
33.26077300167224,21.634205910399025,1,0,164.46516500446234,intrusion,medium
24.27936669269554,76.44185593885454,0,1,122.7173937177745,normal,low
25.24824468749828,38.397583005008855,0,0,207.02840395381406,normal,low
31.022703960991976,55.91840321095562,0,0,222.10130203484556,normal,low
31.73656374348686,73.93073626769939,1,0,212.47567719729838,intrusion,medium
29.618017751236938,67.78444185849332,0,0,246.8834026135367,normal,low
19.12414958104521,77.22928717760936,0,0,279.72641912235946,normal,low
19.653348958533293,68.88708083088608,0,0,239.52607114302106,normal,low
45.915158448806146,74.7081017995065,0,0,182.53138254812927,overheating,medium
29.363278041114697,79.20530489705496,0,0,226.03457331803585,normal,low
12.91525413340095,57.09951859772891,0,0,180.70346009434272,normal,low
30.64790413191185,29.88384169321057,1,0,242.41340316826836,intrusion,medium
18.892372510650933,74.70741377688796,0,0,186.20877647553834,normal,low
25.012752453247806,36.71353610963149,0,0,149.15579431677696,normal,low
20.709576758866774,48.54156628061729,1,0,175.87010978886485,intrusion,medium
20.622347504266642,56.37816548538011,0,0,314.62087771469714,normal,low
23.423624994856723,45.28437361911288,1,1,139.8565827553661,intrusion,medium
46.7504234809648,83.09906188212877,1,0,170.89829556691208,overheating,medium
25.042167543832328,74.439921033033,0,0,247.82423176137337,normal,low
18.400478678663518,69.53099928001558,1,0,241.3112714886222,intrusion,medium
17.996164907172744,68.31619677342462,1,0,209.81816857522588,intrusion,medium
14.866057674442978,82.87478115443754,0,0,195.40623724333304,normal,low
27.705855722594695,75.28127697460701,0,0,295.43085976074275,normal,low
11.157466186619956,75.16211750729714,0,0,198.3568391113154,normal,low
17.044769413081703,26.91160734863636,0,0,213.0258054027883,normal,low
47.81725361274138,42.770246573030235,1,0,279.0614113213094,overheating,medium
26.97292658204624,47.20054498075534,1,0,145.23887057645717,intrusion,medium
25.843247438626598,25.076296939683385,0,0,193.51482619303457,normal,low
31.110267221827428,34.450321509482066,1,0,207.95460745985193,intrusion,medium
52.39684896518342,32.77236335508532,1,1,251.13922426943782,overheating,medium
35.12368289038066,29.60394494790306,1,0,261.0078468609704,normal,low
27.725256357434205,27.95289558245953,0,0,174.2918105144528,normal,low
30.429573786966266,88.7308544566031,0,0,271.2714839005239,normal,low
29.775376002700334,68.87193451787095,0,1,276.7284539359048,normal,low
